,Ref,Cosine_Similarity,Cosine_Smiles,Euclidean Distance,Euclidean Smiles,Generate_scores,Generate,Random Scores,Random Generate
828,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O,0.85,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)NC2CCCCC2)OCc3ccccc3-c4ccccc4C1=O,0.17,CC(C)Cc1ccc(cc1)C(C)C(O)=O,0.96,CC1CCCCOC(CN(C)Cc2cccc(C(F)(F)F)c2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3cccs3)ccc2O1,0.17,COC1CN(C)CC(=O)COC(C)C(=O)N(C)c2c(C#N)cccc21
831,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(C)cc2)OCc3cn(CCCC1=O)nn3,0.47,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4,0.47,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccc(F)cc2)Oc3cc(ccc3S1(=O)=O)C4=CCCC4,0.0,CC1CCCCOC(CN(C)Cc2ccc(F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)Nc3ccc(F)cc3)ccc2O1,0.0,COc1ccc(NC(=O)NC2CCC(C(C)(C)C)CC2)c(C#N)c1
832,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)C)cccc3C1=O,0.59,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)CCN4CCOCC4)cc3C1=O,0.55,Cc1ccccc1S(=O)(=O)N1C[C@@H](O)COC[C@@H]2O[C@@H](CC(=O)NCc3ccccc3Cl)CC[C@@H]12,0.71,CC1CCCCOC(CN(C)Cc2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCCCC3)ccc2O1,0.55,CC1OC(C)C(OCCN(C)C)C(O)C1NC(=O)c1cccnc1
833,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O,0.61,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)c3ccccc3)Oc4ccc(NS(=O)(=O)C)cc4CC1=O,0.36,COc1ccc(CN2CCN(CC2)C(c2ccc(F)cc2)c2ccc(F)cc2)c(OC)c1OC,0.73,CCCNC(=O)Nc1ccc2c(c1)C(=O)N(C)CC(OC)C(C)CN(Cc1ccccn1)C(C)CO2,0.4,CCNC(=O)CC12Oc3cc(NC(=O)CCN4CCOCC4)ccc3C1CCC(CO)O2
835,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C1=O,0.0,CCCC#Cc1ccc2c(O[C@@H](CN(C)C(=O)Nc3ccccc3F)[C@H](C)CN([C@@H](C)CO)S2(=O)=O)c1,0.0,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.8,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccc(C(F)(F)F)cc3)ccc2O1,0.47,N#Cc1ccc(NC(=O)Nc2cccnc2)cc1
837,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3ncc(C#CC(C)(C)O)cc3C1=O,0.4,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)OCc3cn(CCCC1=O)nn3,0.41,COc1ccc(NC(=O)N(C)C[C@@H]2OCc3cn(CCCC(=O)N(C[C@@H]2C)[C@@H](C)CO)nn3)c(OC)c1,0.87,CC1CN(C(C)CO)C(=O)c2cc(C#Cc3ccc(C#CC(C)(C)C)cc3)cnc2OC1CN(C)CC1CCOCC1,0.6,COc1ccc(C(=O)Nc2ccc3c(c2)CC(CCO)O3)cc1
839,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)CC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.15,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,0.15,CCCCC[C@H](O)/C=C/[C@H]1C=CC(=O)[C@@H]1CCCCCCC(=O)O,0.95,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)Nc1ccc(F)cc1,0.07,CCN(CC)CCOC(=O)C1CC23CC(=O)CC=C2CCC(C)C3C1C
840,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCCCC[C@@H](C)Oc3ccc(cc3C1=O)N(C)C,0.74,CC(C)NC(=O)N(C)C[C@H]1OCCCC[C@@H](C)Oc2ccc(NC(=O)Cc3ccccc3)cc2C(=O)N(C[C@@H]1C)[C@H](C)CO,0.4,CN(C)CCCNC(=O)C[C@H]1CC[C@@H](NS(=O)(=O)c2ccc(C)cc2)[C@@H](CO)O1,0.77,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2O1,0.42,CN(C)C(=O)CC1OC(CO)CC=C1NS(C)(=O)=O
841,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2c(C)noc2C)OCCCC[C@H](C)Oc3ccc(cc3C1=O)N(C)C,0.88,C[C@H](CO)N1C[C@@H](C)[C@H](CN(C)CC2CC2)OCCCC[C@@H](C)Oc3ccc(NS(=O)(=O)c4ccccc4)cc3C1=O,0.3,CN(C)CCOC(C)(c1ccccc1)c1ccccn1,0.67,CC(C)NC(=O)N(C)CC1OCCCCC(C)Oc2ccc(NC(=O)Cc3cn(C)c4ccccc34)cc2C(=O)N(C(C)CO)CC1C,0.39,CCOc1ccc(CNC(=O)CC2CC3(CO)Oc4cccc(NS(=O)(=O)c5ccccc5F)c4C3CO2)cc1
845,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCc3cn(CCCC1=O)nn3,0.82,CCCNC(=O)N1C[C@H](C)[C@H](CN(C)C(=O)c2cc(NC(=O)CCC)ccc2OC[C@@H]1C)OC,0.31,COc1ccc(CCN(C)CCCC(C#N)(C(C)C)c2ccc(OC)c(OC)c2)cc1OC,0.0,CCCCCC(=O)N1CCC(CO)C1C(=O)NCc1ccc(-c2ccccc2)cc1,0.0,CCOc1ccc2c3c([nH]c2c1)C1(CN(CC2CC2)C1)N(C(=O)c1c(F)c(F)c(F)c(F)c1F)C(CO)C3
847,C[C@@H](CO)N1C[C@@H](C)[C@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCc3ccccc3-c4ccccc4C1=O,0.9,C[C@H](O)C#Cc1cnc2O[C@@H](CN(C)CC3CCOCC3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1,0.46,CCCC#Cc1ccc2c(O[C@@H](CN(C)C(=O)Nc3ccccc3F)[C@@H](C)CN([C@H](C)CO)S2(=O)=O)c1,0.51,CC1CCCCOC(CN(C)C(=O)Nc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2O1,0.34,COC1CN(C)C(=O)c2ccc(NS(=O)(=O)c3ccc(F)cc3)cc2OC(CN(C)C(=O)c2cccnc2)CN(C)CC1C
850,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)CCN(C)C)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.51,OC[C@H]1O[C@@H](CC(=O)NC2CCCCC2)C=C[C@@H]1NS(=O)(=O)c1ccc(F)cc1,0.51,OC[C@H]1O[C@@H](CC(=O)NC2CCCCC2)C=C[C@@H]1NS(=O)(=O)c1ccc(F)cc1,0.99,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F,0.46,COc1ccccc1CNC(=O)CC12OCCCC1COC(O)CCN2S(=O)(=O)c1ccccc1C
852,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O,0.45,CCC(=O)Nc1ccc2OC[C@@H](C)N(Cc3ccncc3)C[C@@H](C)[C@H](CN(C)C(=O)c2c1)OC,0.23,Cc1cccc(Nc2ccccc2C(O)=O)c1C,0.95,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2cc(NC(=O)Cc3ccccc3)ccc2OCC1C,0.48,CC(C)NC(=O)N(C)CC1OCc2ccc(NC(=O)CCC(F)(F)F)cc2CC(C)OCCC(=O)N(C(C)CO)CC1C
856,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCCCC[C@@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0.83,C[C@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)CCN4CCOCC4)cc3C1=O,0.37,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.83,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2O1,0.3,C#CCCNC(=O)CCCCCN(CCCNC(=O)CCC#CCCNC(=O)CCCCCCNCCCNC=O)C(=O)CCCC(=O)NCCC#CCCC(=O)NCCCCN=C(N)N
857,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0.98,C[C@H](CO)N1C[C@H](C)[C@@H](CN(C)C(=O)Nc2c(C)noc2C)Oc3ccc(NC(=O)CCC(F)(F)F)cc3C1=O,0.17,Oc1ccc(cc1)C=Cc1cc(O)cc(O)c1,0.93,CC1CCCCOC(CN(C)C(=O)c2cccnc2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3cccnc3)ccc2O1,0.22,CCCCNCC1OC(CO)C(O)C1O
858,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O,0.37,CC(C)NC(=O)N[C@H]1C=C[C@@H](CC(=O)NC2Cc3ccccc3C2)O[C@H]1CO,0.4,CNC(=O)c1ccc(cc1F)N1C(=S)N(C(=O)C1(C)C)c1ccc(C#N)c(c1)C(F)(F)F,0.8,CC(C)NC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(F)(F)F)cc1)OCCCCC(C)O2,0.3,Cc1cccc(S(=O)(=O)N(C)CC2OC(=O)CCN(C(C)CO)CCCCn3nnc2c3C)c1
860,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)C)cccc3C1=O,0.0,CCCC(=O)Nc1ccc2c(OC[C@@H](C)N(C[C@H](C)[C@H](CN(C)C2=O)OC)C(=O)CN(C)C)c1,0.0,[O-][N+](=O)c1ccc(cc1)-c1ccc(C=NN2CC(=O)NC2=O)o1,0.8,CCCNC(=O)N1CC(C)C(OC)CN(C)C(=O)c2cc(NS(C)(=O)=O)ccc2OCC1C,0.34,CCOc1ccccc1C(=O)Nc1ccc2c(c1)C(=O)N(C)C(C)C(OC)CCN(Cc1ccccn1)C(C)CO2
861,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O,0.48,C[C@H](O)C#Cc1cnc2O[C@H](CN(C)C(=O)Cc3ccncc3)[C@@H](C)CN([C@@H](C)CO)C(=O)c2c1,0.29,CN(C)CCC[C@]1(OCc2cc(ccc12)C#N)c1ccc(F)cc1,0.82,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccc(C(C)(C)C)cc3)ccc2OC1CN(C)C(=O)c1ccc(C(F)(F)F)cc1,0.63,COc1ccccc1NC(=O)Nc1cccc2c1C1C(CC(CO)OC1CO)O2
864,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C1=O,0.28,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@]3(O)[C@@H](O[C@H](C)CC3=O)O[C@@H]2[C@H]1O,0.29,CCC(c1ccccc1)=C(/c1ccccc1)c1ccc(OCCN(C)C)cc1,0.9,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)CCN3CCOCC3)ccc2OC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.37,NC1CCCC(C=CC=C2CN(Cc3ccccc3)C(=O)C2=O)C1
865,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cccc(F)c2)Oc3ncc(C#CC(C)(C)O)cc3C1=O,0.46,COc1ccc(CN(C)C[C@@H]2OCc3cnnn3CCCC(=O)N(C[C@H]2C)[C@@H](C)CO)cc1,0.31,CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1,0.75,COC1CN(C)C(=O)c2ccc(NC(=O)c3ccc(C(C)(C)C)cc3)cc2OCC(C)N(Cc2ccc(F)cc2)CC1C,0.64,CCOC(=O)CCCC(=O)NCCCCNC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)CCCCNC
870,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCc3ccccc3-c4ccccc4C1=O,0.37,Fc1ccc(cc1)C(=O)CSc2nsc(SCC(=O)c3ccc(F)cc3)c2C#N,0.39,COc1ccc(cc1OC1CCCC1)C1CNC(=O)C1,0.61,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F,0.41,COC1CN(C)C(=O)c2cc(NS(=O)(=O)c3cn(C)cn3)ccc2OCC(C)N(C(C)=O)CC1C
873,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)CCN(C)C)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.61,CC(C)NC(=O)Nc1ccc2O[C@H](CN(C)C(=O)NC3CCCCC3)[C@H](C)CN([C@H](C)CO)C(=O)Cc2c1,0.38,COc1cc(ccc1Cc1cn(C)c2ccc(NC(=O)OC3CCCC3)cc12)C(=O)NS(=O)(=O)c1ccccc1C,0.94,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.45,Cc1c([N+](=O)[O-])nc([N+](=O)[O-])c(N)c1C(=O)NCCCN1CCOCC1
875,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2c(C)noc2C)Oc3ccc(NC(=O)Cc4ccccc4)cc3C1=O,0.14,Nc1nc(N)nc(n1)-c1cc(Cl)ccc1Cl,0.31,CCN(CC)CC(=O)Nc1c(C)cccc1C,0.72,CC1CCCCOC(CN(C)Cc2ccc(C(F)(F)F)cc2)C(C)CN(C(C)CO)C(=O)c2cc(N(C)C)ccc2O1,0.15,O=C(Nc1cccc(C(F)(F)F)c1S(=O)(=O)NC(C(=O)O)c1cccnc1)c1cc(NC(=O)C2(C(O)C(O)C(CO)C(=O)O)C=CCC2)cc(O)c1O
880,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Oc2cccc3ccccc23)OCc4cn(CCCC1=O)nn4,0.0,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)Nc2ccc(cc2)C(F)(F)F)OCc3cn(CCCC1=O)nn3,0.0,C[C@H](O)[C@H](C)[C@@H]1O[C@H]1C[C@H]1CO[C@@H](CC(C)=CC(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O,0.0,Cc1ccc(NC(=O)Nc2ccc3c(c2)C(=O)N(C)CCC(CN(C)Cc2ccc(C(F)(F)F)cc2)O3)cc1,0.0,O=C(NC(Cc1ccccc1)C(=O)N1CCOCC1)C1CCC(CO)N1C(=O)c1cccnc1
882,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C(=O)c2ccncc2)OCCCC[C@H](C)Oc3ccc(NC(=O)c4ccccc4)cc3C1=O,0.74,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(c2)C(=O)O)OCc3ccccc3-c4ccccc4C1=O,0.32,Nc1cccc2C(=O)N(Cc12)C1CCC(=O)NC1=O,0.89,CC(C)NC(=O)N(C)CC1OCCCCC(C)Oc2ccc(NC(=O)c3cccnc3)cc2C(=O)N(C(C)CO)CC1C,0.31,CN(C)CCOCCN1CCN(CCCN2CCN(Cc3c(O)cccc3O)CC2)CC1
883,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCCCC[C@@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O,0.35,CC[Hg]Sc1ccccc1C(O)=O,0.49,CN1C(C(=O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O,0.93,CCCN1CC(C)C(OC)CN(C)C(=O)c2cc(NS(=O)(=O)c3ccc(C)cc3)ccc2OCC1C,0.24,CC(C)NC(=O)NCCC1CCC(NS(=O)(=O)c2cccc(F)c2)C(CO)O1
884,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)C)OCCCC[C@H](C)Oc2ccc(NS(=O)(=O)c3cn(C)cn3)cc2C1=O,0.48,COc1ccc(cc1)S(=O)(=O)N2CCN(CC2)S(=O)(=O)c3ccc4OCCOc4c3,0.44,CC(C)Cn1cnc2c(N)nc3ccccc3c12,0.96,Cc1ccc(S(=O)(=O)Nc2ccc3c(c2)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc2ccc(C(F)(F)F)cc2)OCCCCC(C)O3)cc1,0.39,COc1ccccc1C#Cc1ccccc1-c1cnc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)C(=O)NC(C)C)O2
886,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(C)cc2)OCc3cn(CCCC1=O)nn3,0.99,CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,0.9,CC(=O)OCC(=O)[C@@]1(O)CCC2C3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,0.0,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.0,COc1ccc(CN(C)CC2Oc3c(C#CC(C)C)ccnc3C(=O)N(C(C)CO)CC2C)cc1
887,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3c(NS(=O)(=O)C)cccc3C1=O,1.0,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(C)=O,0.18,OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,0.67,CC1CCCCOC(CN(C)Cc2ccccc2C(F)(F)F)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)CCC(F)(F)F)ccc2O1,0.46,COC1CN(C)C(=O)c2ccc(NC(=O)NC(C)C)cc2OCC(C)N(CCC(F)(F)F)CC1C
888,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(Cl)c(Cl)c2)Oc3ccc(NC(=O)c4ccncc4)cc3C1=O,0.77,CC1(C)O[C@@H]2CC3C4C[C@H](F)C5=CC(=O)C=CC5(C)C4C(O)CC3(C)[C@@]2(O1)C(=O)CO,0.19,OC(=O)C1CCn2c1ccc2C(=O)c1ccccc1,0.98,CC1CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2OC1CN(C)Cc1ccncc1,0.67,CC1(CNC(=O)CN2CCN(S(=O)(=O)c3ccc(Cl)cc3)CC2)CC1
892,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)OCc3cnnn3CCCC1=O,0.2,OCC(NC(=O)C(Cl)Cl)C(O)c1ccc(cc1)[N+](=O)[O-],0.18,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(c1)S(N)(=O)=O,0.0,CC1CCCCOC(CN(C)Cc2ccccn2)C(C)CN(C(C)CO)C(=O)c2cc(NC(=O)c3ccncc3)ccc2O1,0.0,CCCNC(=O)CC1C=CC(NC(=O)c2ccc3c(c2)OCO3)C(CO)O1
893,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2ccc(cc2)C(F)(F)F)Oc3ccc(NC(=O)Nc4c(C)noc4C)cc3C1=O,0.72,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0.15,NC(=O)N1c2ccccc2C=Cc2ccccc12,0.96,CC1CN(C(C)CO)C(=O)c2cccc(NC(=O)CCCN(C)C)c2OC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.43,COC(=O)CC1CC2COCC(O)CN(Cc3ccccc3OC)C2CO1
894,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)Cc2cccc(F)c2)Oc3ncc(C#CC(C)(C)O)cc3C1=O,0.69,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,1.0,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@@]2(O1)C(=O)CO,0.71,CCCCCCC(=O)Nc1ccc2c(c1)C(=O)N(C(C)CO)CC(C)C(CN(C)Cc1ccc(C(C)C)cc1)O2,0.27,[NH3+][O-]
896,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)CC(F)(F)F)OCc2ccccc2-c3c(C1=O)n(C)c4ccccc34,0.63,COc1cccc(c1)[C@@]2(O)CCCC[C@@H]2CN(C)C,0.5,COc1ccc(cc1)[C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,0.99,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)C(=O)CCC(F)(F)F,0.42,COCC(=O)NC1C(=O)OCC(C)=C1CO
898,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2ccccc2)OCc3cn(CCCC1=O)nn3,0.2,OC(=O)CCCC[C@@H]1SC[C@H]2NC(=O)N[C@H]12,0.46,NC(=O)OCC(COC(N)=O)c1ccccc1,0.0,Cc1ccccc1S(=O)(=O)N(C)CC1Oc2ccc(NC(=O)C3CCCCC3)cc2CC(=O)N(C(C)CO)CC1C,0.0,CNCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC1CCC(O)C(O)C1O
900,C[C@@H](CO)N1C[C@H](C)[C@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCc3ccccc3-c4ccccc4C1=O,0.9,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)S(=O)(=O)c2cn(C)cn2)OCc3ccccc3-c4c(C1=O)n(C)c5ccccc45,0.6,Fc1ccc(Cc2n[nH]c(=O)c3ccccc23)cc1C(=O)N1CCN(CC1)C(=O)C1CC1,0.62,CC1CN(C(C)CO)C(=O)c2c(c3ccccc3n2C)-c2ccccc2COC1CN(C)Cc1ccc(C(F)(F)F)cc1,0.29,CN1CCN(C(=O)CC2OC(CO)CC3c4cc(NC(=O)c5ccc6c(c5)OCO6)ccc4OC23)CC1
902,C[C@@H](N)[C@H]1CC[C@@H](CC1)C(=O)Nc1ccncc1,0.69,CCCN1C[C@H](C)[C@@H](CN(C)C(=O)c2cc(NS(=O)(=O)c3ccccc3)ccc2OC[C@@H]1C)OC,0.26,OC(Cn1cncn1)(Cn1cncn1)c1ccc(F)cc1F,0.8,CCN(CC)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)NCCc1ccc(Cl)cc1,0.39,COC1CCC2OC1C(=O)OC(C(C)(C)C)C(=O)CN(C)C(C)C(=O)N(C)C1(CCN(Cc3cccc(F)c3)C1)C2=O
903,C[C@@H](Nc1ccccc1C(O)=O)c1cc(C)cn2c1nc(cc2=O)N1CCOCC1,0.39,O[C@@H]1COC[C@H]2O[C@@H](CC(=O)N3CCOCC3)CC[C@@H]2N(C1)C(=O)Nc1cc(Cl)cc(Cl)c1,0.34,COCC(=O)NCC=Cc1ccc2ncnc(Nc3ccc(Oc4ccc(C)nc4)c(C)c3)c2c1,0.0,CCNCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(O)C(O)C(O)C(O)C(O)CO,0.0,COc1cc(NC(=O)C(C)N)cc(NC(=O)C2CCCN2C(=O)C2CCCC2)c1C(=O)c1ccoc1
904,C[C@@H]1CC2C3CCC4=CC(=O)C=CC4(C)[C@]3(F)[C@@H](O)CC2(C)[C@]1(O)C(=O)CO,0.37,C[C@@H](CO)N1C[C@H](C)[C@@H](CN(C)Cc2cncnc2)Oc3cc(C#CC4CCCC4)ccc3S1(=O)=O,0.33,CCN(CC)CCOC(=O)c1ccc(N)cc1,0.3,COC1CC(=O)N(C)CCC(C)OC(C)C(OC)N(C(=O)NC(C)C)C1,0.21,Cc1ccc(S(=O)(=O)N2CCN(CCCNC(=O)CCC(C)C)CC2)cc1
905,C[C@@H]1CC2C3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccnc2)OCc3cn(CCCC1=O)nn3,0.0,C[C@H](CO)N1C[C@@H](C)[C@@H](CN(C)Cc2cccnc2)OCc3cn(CCCC1=O)nn3,0.26,CN(C)C(=O)c1ccc(-c2ccc3n(c2=O)CC2C(CO)C(C(=O)NC(C)(C)C)N(C(=O)c4ccc5c(c4)OCO5)C32)cc1,0.21,CC(C)C1NC(C(C)(C)C)C(=O)C(=O)CNC=C(C(C)(C)C(O)C(O)CO)COC1=O
906,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,0.0,Cc1ccc(cc1)S(=O)(=O)N[C@@H]1CC[C@H](CC(=O)N2CCc3ccccc3C2)O[C@H]1CO,0.0,NC(=N)NC(=O)c1nc(Cl)c(N)nc1N,0.24,CC(=O)N1C2Cn3c(ccc(-c4ccc(F)cc4)c3=O)C1C(CO)C2C(=O)NC(C(=O)c1ccccc1)C(C)(C)C,0.2,CCC(=O)c1c(C)cc(C)c(C(=O)NC(C)C)c1C
